ProjID,Delivery Date,Lease_Up_Time,MarketCode,StateName,CountyCode,CountyName,TractCode,BlockGroupCode,Latitude,Longitude,ETAKInd,True Owner,ManagementCompany,Submarket,Name,Address,City,Zip,Phone,YearBuilt,Rehab1,Rehab2,Rehab3,Quantity,AreaPerUnit,Level,Neighborhood,Status,Initial_Property_Grade_A,Initial_Property_Grade_A+,Initial_Property_Grade_A-,Initial_Property_Grade_B,Initial_Property_Grade_B+,Initial_Property_Grade_B-,Initial_Property_Grade_C,Initial_Property_Grade_C+,Initial_Property_Grade_C-,Initial_Property_Grade_D,"MarketName_Akron, OH","MarketName_Austin-Round Rock, TX",StateCode_OH,StateCode_TX,Average_Rent_During_LeaseUp,YearBuilt_vs_Overall,AreaPerUnit_vs_Overall,Quantity_vs_Overall,Individual_Competitive_Score,Average_Concession_During_LeaseUp,Effective_Age,First Status_LU,First Status_UC/LU,State_OH,State_TX
19624,Dec-08,8,12420,Texas,453,Travis,1851.0,3.0,30.4421,-97.67057,,Mid-America Apartment Communities ,Mid-America Apartment Communities ,Pflugerville/Wells Branch,Colonial Grand at Wells Branch,1630 Wells Branch Pkwy,Austin,78728,8332131618,2008,,,,336,933,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,857.4444444444445,-6.26422764227641,0.02981980688466912,0.17380746126645552,-3.0884063868195133,0.13994595115281083,17,1,0,0,1
66090,Jul-16,39,12420,Texas,453,Travis,2427.0,3.0,30.18042,-97.77082,,Aspen Heights Partners,B&M Management,Southeast Austin,Concord,7330 Bluff Springs Rd,Austin,78744,5122125344,2016,,,,346,1019,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1325.125,1.7357723577235902,0.1247442478193761,0.20874220713748093,0.9470578946351041,0.058182758306063245,9,0,1,0,1
37409,Dec-14,19,12420,Texas,453,Travis,902.0,4.0,30.26404,-97.73209,,Goldrich Kest,Roscoe Property Management,East Austin,Corazon,1000 E 5th St,Austin,78702,5124763278,2015,,,,256,832,6,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1421.85,0.7357723577235902,-0.08166122258516095,-0.10567050570174819,0.32225371094589716,0.04349676422297258,10,0,1,0,1
49698,Mar-14,15,12420,Texas,491,Williamson,20703.0,2.0,30.48529,-97.65431,,Internacional Realty,Internacional Realty,Round Rock/Georgetown,Cordevalle Apartments,650 Louis Henna Blvd,Round Rock,78664,5123887300,2014,,,,280,788,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1070.5,-0.2642276422764098,-0.13022721562152273,-0.02182711561128703,-0.17554740894691914,0.0013748854262144812,11,0,1,0,1
44461,Oct-15,11,12420,Texas,453,Travis,2407.0,1.0,30.13879,-97.7999,,Cortland,Cortland,Far South Austin,Cortland Onion Creek,1900 Onion Creek Pkwy,Austin,78748,5122919100,2016,,,,276,828,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1148.0,1.7357723577235902,-0.08607631286119388,-0.03580101395969726,0.8349030822114976,0.06487073588243372,9,0,1,0,1
19836,Mar-09,20,12420,Texas,453,Travis,2421.0,1.0,30.16052,-97.79704,,Cortland,Cortland,Far South Austin,Cortland Southpark Estates II,10001 S 1st St,Austin,78748,5122911300,2009,2020.0,,,426,879,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,867.7619047619048,-5.26422764227641,-0.029783911841774646,0.48822017410568463,-2.5434049598696005,0.18565551067124655,5,1,0,0,1
19837,Mar-09,20,12420,Texas,453,Travis,2421.0,1.0,30.16221,-97.7962,,Cortland,Cortland,Far South Austin,Cortland Southpark Terraces,10001 S 1st St,Austin,78748,5122334747,2009,2021.0,,,244,926,3,,R,0,0,0,1,0,0,0,0,0,0,0,1,0,1,935.7142857142857,-5.26422764227641,0.02209339890161166,-0.14759220074697876,-2.6550042416171173,0.20732254432602376,4,1,0,0,1
66166,Oct-16,1,12420,Texas,491,Williamson,20708.0,3.0,30.5105,-97.63759,,Tim Timmerman,NE Property Management,Round Rock/Georgetown,Creekside at Kenney`s Fort,1100 Kenney Fort Blvd,Round Rock,78665,5128426522,2017,,,,250,869,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1109.0,2.73577235772359,-0.04082163753185686,-0.12663135322436347,1.3303134169573654,0.0,8,0,1,0,1
70694,Aug-18,25,12420,Texas,453,Travis,1842.0,1.0,30.36965,-97.6202,,Galesi Group,Westdale Asset Management,East Austin,Creekside on Parmer Lane,5401 E Parmer Ln,Austin,78754,5122336690,2019,,,,300,967,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1326.2692307692307,4.73577235772359,0.06734807423094868,0.048042376130763786,2.3976990763572323,0.04596317505823218,6,0,1,0,1
19965,Aug-08,11,12420,Texas,453,Travis,1401.0,1.0,30.25555,-97.74583,,Turnbridge Equities,Roscoe Property Management,South Austin,Crescent,127 E Riverside Dr,Austin,78704,5124401270,2008,2021.0,,,157,699,5,,R,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1300.5833333333333,-6.26422764227641,-0.22846297426325424,-0.45152448982490023,-3.290957611382161,0.07528170003335828,4,0,1,0,1
41406,Sep-09,12,12420,Texas,491,Williamson,21507.0,1.0,30.53697,-97.68154,,Crest Asset Management,Crest Asset Management,Round Rock/Georgetown,Crest at Round Rock,610 Greenhill Dr,Round Rock,78665,5127330100,2009,,,,224,778,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,796.7692307692307,-5.26422764227641,-0.14126494131160483,-0.2174616924890297,-2.7179856420294923,0.0985736441344404,16,1,0,0,1
42294,Dec-18,6,12420,Texas,453,Travis,1504.0,1.0,30.34103,-97.71783,,Verbena Road Holdings,Lincoln Property Company,Near North Austin,Crestview Commons,801 Sugaree Ave,Austin,78757,5128067192,2018,,,,353,826,4,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1476.857142857143,3.73577235772359,-0.08828385799921035,0.2331965292471989,1.8880403273114719,0.12345505643109712,7,1,0,0,1
35677,Aug-12,14,12420,Texas,453,Travis,2308.0,2.0,30.23637,-97.75194,,CIM Group,CIM Group,South Austin,District at SoCo,501 E Oltorf St,Austin,78704,5123262111,2012,,,,215,915,4,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1721.9333333333334,-2.26422764227641,0.009951900642521272,-0.2489029637729525,-1.178908843700039,0.050022486673899316,13,0,1,0,1
66089,Jan-18,12,12420,Texas,453,Travis,902.0,2.0,30.25977,-97.716,,AEW Capital Management,Greystar,East Austin,E6,2400 E 6th St,Austin,78702,8447285943,2018,,,,208,820,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1768.6153846153845,3.73577235772359,-0.09490649341325963,-0.2733572858826704,1.784742773661283,0.10401754822622941,7,0,1,0,1
56313,Dec-15,29,12420,Texas,453,Travis,902.0,4.0,30.26106,-97.72529,,RangeWater Real Estate LLC,RangeWater Real Estate LLC,East Austin,Eastside Station,1700 E 4th St,Austin,78702,5124828002,2017,,,,330,775,4,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1679.2333333333333,2.73577235772359,-0.14457625901862958,0.15284661374384023,1.3550826239049742,0.08497294247410887,8,0,1,0,1
44001,Dec-14,8,12420,Texas,453,Travis,203.0,1.0,30.31448,-97.73594,,JLB Partners,JLB Partners,Near North Austin,Echo,4527 N Lamar Blvd,Austin,78751,5125339200,2015,,,,274,880,6,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1540.5555555555557,0.7357723577235902,-0.02868013927276647,-0.04278796313390232,0.3507245444531847,0.09869210095305454,10,0,1,0,1
86303,Jul-18,16,12420,Texas,453,Travis,1840.0,1.0,30.4323,-97.66903,,Lantower Residential,Lantower Residential,Pflugerville/Wells Branch,Edgewater,14201 N Interstate Hwy 35,Pflugerville,78660,5129564141,2018,,,,326,785,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1224.235294117647,3.73577235772359,-0.13353853332854737,0.1388727153954301,1.8555991619423169,0.07297451672743854,7,0,1,0,1
82302,Feb-19,12,12420,Texas,453,Travis,2314.0,2.0,30.2313,-97.71871,,Presidium Group,Presidium Group,Riverside,Edison,4711 E Riverside Dr,Austin,78741,5123857778,2019,,,,354,956,4,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1716.1538461538462,4.73577235772359,0.055206575971858296,0.2366900038343014,2.4317861524202127,0.058108614258627816,6,0,1,0,1
42296,Mar-14,11,12420,Texas,453,Travis,402.0,1.0,30.28615,-97.71002,,Eaton Vance,Greystar,East Austin,Elan East,2900 Manor Rd,Austin,78722,5125242900,2014,,,,251,728,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1327.6666666666667,-0.2642276422764098,-0.1964535697620159,-0.12313787863726089,-0.21567746779426183,0.024047819439158166,11,0,1,0,1
59175,Nov-17,16,12420,Texas,453,Travis,1503.0,4.0,30.32372,-97.71352,,Greystar,Greystar,North Central Austin,Elan Parkside I,609 Clayton Ln,Austin,78752,5122983333,2018,,,,255,878,5,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1491.764705882353,3.73577235772359,-0.030887684410782934,-0.10916398028885066,1.83678707748079,0.10527445155276138,7,0,1,0,1
37272,Oct-13,12,12420,Texas,453,Travis,901.0,2.0,30.26979,-97.73225,,GID Real Estate Investments,Windsor Communities,East Austin,Eleven,811 E 11th St,Austin,78702,5122368111,2014,,,,257,797,4,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1704.076923076923,-0.2642276422764098,-0.1202932625004487,-0.1021770311146456,-0.18863720611126866,0.02740305724097821,11,0,1,0,1
86205,Feb-18,17,12420,Texas,453,Travis,1858.0,2.0,30.45466,-97.59184,,Eaton Vance,Greystar,Pflugerville/Wells Branch,Enclave Falcon Pointe,2132 Falcon Village Lane,Pflugerville,78660,5122527000,2018,,,,324,950,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1280.388888888889,3.73577235772359,0.04858394055780901,0.13188576622122494,1.9088385142733828,0.07511194497222554,7,0,1,0,1
70684,Mar-18,12,12420,Texas,453,Travis,2407.0,2.0,30.12362,-97.80652,,JCI Residential,Steadfast Companies,Far South Austin,Estancia Villas,1200 Estancia Pkwy,Austin,78748,5122914040,2018,,,,312,837,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1162.1538461538462,3.73577235772359,-0.07614235974011996,0.08996407117599436,1.863036285174958,0.0026855937080376003,7,0,1,0,1
38849,Aug-14,36,12420,Texas,453,Travis,1773.0,1.0,30.32053,-97.95694,,Internacional Realty,Internacional Realty,Southwest Austin,Estates at Bee Cave,3544 Ranch Rd 620 S,Austin,78738,8332430736,2015,,,,316,973,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1337.5675675675675,0.7357723577235902,0.07397070964499797,0.1039379695244047,0.41086498566017543,0.06440307537867582,10,0,1,0,1
43844,Feb-14,14,12420,Texas,453,Travis,2429.0,1.0,30.1748,-97.77621,,Sherman Residential,Sherman Residential,Southeast Austin,Ethos Apartments,8001 S IH 35 Frontage Rd,Austin,78744,5124079918,2014,,,,370,897,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1200.1333333333334,-0.2642276422764098,-0.009916005599626687,0.2925855972279421,-0.0765715033725045,0.031413824914323873,11,0,1,0,1
70690,Jul-17,12,12420,Texas,453,Travis,2428.0,2.0,30.14431,-97.79304,,The Ergas Group,The Tipton Group,Southeast Austin,Farmhouse,10801 S IH 35 Frontage Rd,Austin,78747,5122921330,2017,,,,235,855,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1244.5384615384614,2.73577235772359,-0.056274453497972,-0.17903347203090159,1.315197148406223,0.08438086057115059,8,0,1,0,1
71391,Feb-19,9,12420,Texas,453,Travis,1503.0,1.0,30.31643,-97.71479,,Journeyman Group,JCI Residential,Near North Austin,Flora,5406 Middle Fiskville Rd,Austin,78751,5123235672,2019,,,,194,755,4,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1477.3,4.73577235772359,-0.1666517103987939,-0.322265930102106,2.2534374797217356,0.01864272089912909,6,0,1,0,1
34164,Mar-10,14,12420,Texas,453,Travis,1768.0,1.0,30.23525,-97.91733,,The Praedium Group,Pinnacle,Southwest Austin,Fox Hill,8800 Highway 290 W,Austin,78736,5122884900,2010,,,,288,1066,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,935.7333333333333,-4.26422764227641,0.1766215585627624,0.006120681085533208,-2.0779032173522696,0.1007860169387819,15,0,1,0,1
37791,Jan-14,10,12420,Texas,453,Travis,1200.0,2.0,30.26751,-97.75407,,Gables Residential,Gables Residential,Downtown/University,Gables Park Tower,111 Sandra Muraida Way,Austin,78703,5124720111,2014,,,,223,1006,18,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3021.909090909091,-0.2642276422764098,0.11039520442226936,-0.22095516707613216,-0.14318629322675053,0.0014742014742014726,11,0,1,0,1
59808,Aug-15,4,12420,Texas,453,Travis,1849.0,1.0,30.39673,-97.72037,,Lincoln Property Company,Lincoln Property Company,North Central Austin,Gallery at Domain,11119 Alterra Pkwy,Austin,78758,5128219353,2015,,,,316,785,4,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1422.2,0.7357723577235902,-0.13353853332854737,0.1039379695244047,0.34861221276811183,0.034143097807660054,10,0,1,0,1
91009,Feb-18,11,12420,Texas,453,Travis,1849.0,1.0,30.39673,-97.72037,,Columbus Realty Partners,Lincoln Property Company,North Central Austin,Gallery at Domain Edge and Parkside,11119 Alterra Pkwy,Austin,78758,5128219353,2018,,,,587,778,4,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1609.4166666666667,3.73577235772359,-0.14126494131160483,1.0506695826291947,2.0356406129941527,0.006918435289221808,7,0,1,0,1
36483,Oct-13,12,12420,Texas,453,Travis,1303.0,2.0,30.25405,-97.76196,,BlackRock,Greystar,South Austin,Gibson Flats,1219 S Lamar Blvd,Austin,78704,5123269000,2014,,,,202,778,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1708.3846153846155,-0.2642276422764098,-0.14126494131160483,-0.2943181334052857,-0.23335693021274348,0.024201211138490573,11,0,1,0,1
66159,Apr-17,13,12420,Texas,453,Travis,1745.0,1.0,30.43297,-97.73903,,IMT Capital,IMT Residential,Northwest Austin,Griffis at Riata,5075 Diehl Trail,Austin,78727,5126437394,2017,,,,307,931,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1447.857142857143,2.73577235772359,0.027612261746652766,0.07249669824048177,1.3906691970338874,0.00047338523038081067,8,0,1,0,1
19841,Dec-08,5,12420,Texas,453,Travis,2429.0,1.0,30.17105,-97.78197,,Griffis Residential,Griffis Residential,Southeast Austin,Griffis Southpark,8515 S IH 35 Frontage Rd,Austin,78744,5129910759,2008,,,,328,907,2,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,905.0,-6.26422764227641,0.0011217200904554137,0.14585966456963506,-3.1026053721971416,0.12207642427321558,17,1,0,0,1
86194,Aug-17,15,12420,Texas,453,Travis,2004.0,1.0,30.23886,-97.78782,,"Jones Lang LaSalle Americas, Inc.",Lincoln Property Company,South Austin,Groves South Lamar,3607 S Lamar Blvd,Austin,78704,5124443607,2018,,,,307,776,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1687.4375,3.73577235772359,-0.1434724864496213,0.07249669824048177,1.839343772575005,0.043231305112274035,7,0,1,0,1
71730,Jul-16,11,12420,Texas,209,Hays,10910.0,2.0,30.0186,-97.84431,,The Blackburn Group,Roscoe Property Management,San Marcos,Hays Junction I,828 Bebee Rd,Kyle,78640,5123129427,2017,,,,207,772,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,999.4166666666666,2.73577235772359,-0.14788757672565422,-0.27685076046977297,1.268149753750144,0.0225539968291264,8,0,1,0,1
86196,Oct-17,9,12420,Texas,209,Hays,10910.0,2.0,30.0186,-97.84431,,Blackburn Communities,Roscoe Property Management,San Marcos,Hays Junction II,828 Bebee Rd,Kyle,78640,5123129427,2018,,,,102,828,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1095.9,3.73577235772359,-0.08607631286119388,-0.6436655921155403,1.7133301665803289,0.049641493251264525,7,0,1,0,1
52258,Dec-15,7,12420,Texas,453,Travis,1785.0,1.0,30.4375,-97.73141,,Estein USA,Lincoln Property Company,Northwest Austin,HighLine,13201 Legendary Dr,Austin,78727,8555195188,2016,,,,256,890,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1253.5,1.7357723577235902,-0.017642413582684258,-0.10567050570174819,0.8414593536466402,0.0,9,0,1,0,1
10255580,May-19,5,12420,Texas,21,Bastrop,950300.0,5.0,30.10773,-97.3528,,Privately Owned,Capstone Real Estate Services,Southeast Austin,Hunters Crossing Apartments,1006 Home Depot Way,Bastrop,78602,5122707239,2019,,,,182,833,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1160.5,4.73577235772359,-0.08055745001615278,-0.3641876251473366,2.270881418827482,0.0,6,1,0,0,1
37329,Jun-13,4,12420,Texas,453,Travis,1849.0,1.0,30.3986,-97.72207,,IMT Capital,IMT Residential,North Central Austin,IMT at The Domain,3001 Esperanza Crossing,Austin,78758,5124900808,2013,,,,228,891,4,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1361.4,-1.2642276422764098,-0.01653864101367608,-0.20348779414061946,-0.6777729722704317,0.0,12,0,1,0,1
44462,Oct-13,10,12420,Texas,453,Travis,2421.0,1.0,30.17348,-97.80274,,IMT Capital,IMT Residential,Far South Austin,IMT Southpark North,715 W Slaughter Ln,Austin,78748,5122928810,2014,,,,286,857,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1111.4545454545455,-0.2642276422764098,-0.054066908359955534,-0.00086626808867174,-0.14850714726392591,0.026503299937295763,11,0,1,0,1
44464,Jan-16,17,12420,Texas,453,Travis,2421.0,1.0,30.17348,-97.80274,,IMT Capital,IMT Residential,Far South Austin,IMT Southpark South,715 W Slaughter Ln,Austin,78748,5122928810,2016,,,,283,859,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1190.888888888889,1.7357723577235902,-0.05185936322193907,-0.011346691849979385,0.8500590315252174,0.04918615200326381,9,0,1,0,1
71149,Feb-18,9,12420,Texas,453,Travis,902.0,4.0,30.26253,-97.72472,,Iconiq Capital,Lincoln Property Company,East Austin,Indie,1630 E 6th St,Austin,78702,5124746343,2018,,,,139,410,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1304.0,3.73577235772359,-0.5474532467066298,-0.5144070323927461,1.6007687983712569,0.13341261951914757,7,0,1,0,1
38377,Apr-13,11,12420,Texas,491,Williamson,20311.0,1.0,30.48119,-97.79255,,TA Associates Realty,Greystar,Cedar Park,Indigo,10800 Lakeline Blvd,Austin,78717,5125242583,2013,,,,325,908,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1055.3333333333333,-1.2642276422764098,0.0022254926594638125,0.13537924080832742,-0.6043703251787003,0.026406080161193137,12,0,1,0,1
44496,Jun-15,16,12420,Texas,453,Travis,2423.0,3.0,30.17549,-97.79957,,Bluerock Residential ,Roscoe Property Management,Far South Austin,James on South First,8800 S 1st St,Austin,78748,5122821600,2016,,,,250,905,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1214.235294117647,1.7357723577235902,-0.00108582504756094,-0.12663135322436347,0.8422341607026541,0.04136061771477054,9,0,1,0,1
44456,Feb-14,11,12420,Texas,453,Travis,1849.0,1.0,30.39869,-97.72359,,Heitman,Greystar,North Central Austin,Kenzie at the Domain,3201 Esperanza Crossing,Austin,78758,5128361100,2014,,,,279,851,6,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1529.0833333333333,-0.2642276422764098,-0.06068954377400482,-0.025320590198389614,-0.15538480231008428,0.013978083193798242,11,0,1,0,1
41412,Mar-10,6,12420,Texas,491,Williamson,20504.0,3.0,30.48407,-97.68559,,Tonti Properties,Tonti Properties,Round Rock/Georgetown,La Frontera Square,2601 LA Frontera Blvd,Round Rock,78681,5122446111,2009,,,,412,846,4,,S,1,0,0,0,0,0,0,0,0,0,0,1,0,1,875.0,-5.26422764227641,-0.06620840661904592,0.4393115298862491,-2.564114037146669,0.05234542327366098,16,1,0,0,1
36480,Nov-12,9,12420,Texas,453,Travis,2422.0,2.0,30.18187,-97.7769,,Privately Owned,Greystar,Far South Austin,Ladera,7500 S Interstate 35,Austin,78745,5125245000,2013,,,,311,876,3,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1087.5,-1.2642276422764098,-0.03309522954879929,0.08647059658889189,-0.6247482706850663,0.035899513023557386,12,0,1,0,1
71736,Jul-17,14,12420,Texas,491,Williamson,20318.0,2.0,30.47266,-97.81223,,Provident Realty Advisors,Lincoln Property Company,Cedar Park,Lakeline Crossing I,13010 Ridgeline Blvd,Cedar Park,78613,5128723433,2017,,,,301,863,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1135.0666666666666,2.73577235772359,-0.04744427294590614,0.05153585071786648,1.3639600671215966,0.11389939166320116,8,0,1,0,1
38376,Sep-13,11,12420,Texas,491,Williamson,20318.0,2.0,30.47478,-97.80779,,Bassham Properties,Bassham Properties,Cedar Park,Lakeline East,2829 S Lakeline Blvd,Cedar Park,78613,5126294334,2014,,,,348,860,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1079.5,-0.2642276422764098,-0.05075559065293089,0.2157291563116861,-0.10419466707174696,0.0,11,0,1,0,1
36484,Oct-14,27,12420,Texas,453,Travis,1303.0,2.0,30.25569,-97.76306,,TA Realty,Greystar,South Austin,Lamar Union,1100 S Lamar Blvd Suite 3130,Austin,78704,5125245500,2016,,,,442,817,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1826.9642857142858,1.7357723577235902,-0.09821781112028427,0.5441157674993253,0.9472439890255748,0.048550881307681905,9,0,1,0,1
53330,Feb-15,8,12420,Texas,453,Travis,1908.0,2.0,30.25961,-97.90225,,Oden Hughes LLC,Alliance Residential Company,Southwest Austin,Landmark Conservancy,9301 Old Bee Cave Rd,Austin,78735,5122884600,2015,,,,240,832,4,,S,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1198.888888888889,0.7357723577235902,-0.08166122258516095,-0.16156609909538888,0.31107459226716905,0.03565912006054181,10,0,1,0,1
86185,Sep-17,21,12420,Texas,453,Travis,1840.0,1.0,30.43367,-97.66917,,Lantower Residential,Lantower Residential,Pflugerville/Wells Branch,Lantower Ambrosio,14301 N Interstate Hwy 35,Pflugerville,78660,5127142742,2017,,,,370,753,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1134.090909090909,2.73577235772359,-0.16885925553681036,0.2925855972279421,1.3757455216463403,0.0783588335108069,8,0,1,0,1
57279,May-16,16,12420,Texas,453,Travis,1840.0,1.0,30.43,-97.66601,,Lantower Residential,Lantower Residential,Pflugerville/Wells Branch,Lantower Tech Ridge,14233 The Lakes Blvd,Pflugerville,78660,5122534880,2017,,,,375,726,3,,S,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1081.3529411764705,2.73577235772359,-0.19866111490003235,0.3100529701634549,1.3702984384244763,0.006310708732254879,8,0,1,0,1
20040,Mar-09,19,12420,Texas,491,Williamson,21507.0,1.0,30.5573,-97.67629,,Bassham Properties,Bassham Properties,Round Rock/Georgetown,Las Brisas Luxury Apartment Homes,901 Hidden Valley Dr,Round Rock,78665,5123100600,2009,2019.0,,,414,990,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,883.5,-5.26422764227641,0.09273484331813764,0.44629847906045406,-2.5150336723306728,0.1694443233369532,6,1,0,0,1
64775,Feb-18,22,12420,Texas,491,Williamson,20315.0,2.0,30.52237,-97.77248,,Carter Haston,Carter Haston,Cedar Park,Latitude at Presidio,3440 Ranch Trails,Cedar Park,78613,5126462233,2018,,,,337,1018,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1343.2608695652175,3.73577235772359,0.12364047525036792,0.177300935853558,1.940438508607617,0.10385755201875173,7,0,1,0,1
33925,Feb-10,13,12420,Texas,491,Williamson,20311.0,1.0,30.47715,-97.79333,,The Easton Group,Roscoe Property Management,Cedar Park,Legends Lakeline,9725 N Lake Creek Pkwy,Austin,78717,5122578700,2010,,,,222,965,4,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,988.5,-4.26422764227641,0.06514052909293233,-0.22444864166323475,-2.1574613907429723,0.1347893793205426,15,0,1,0,1
65626,Sep-17,12,12420,Texas,453,Travis,2304.0,3.0,30.23877,-97.72054,,Oden Hughes LLC,Alliance Residential Company,Riverside,Lenox Boardwalk,2515 Elmont Dr,Austin,78741,5124427000,2018,,,,338,816,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1630.0,3.73577235772359,-0.09932158368929256,0.1807944104406607,1.8742485858431395,0.06816666959402913,7,0,1,0,1
76201,Oct-17,12,12420,Texas,453,Travis,2407.0,1.0,30.15093,-97.79275,,Oden Hughes LLC,Alliance Residential Company,Far South Austin,Lenox Springs I,10500 S IH 35 Frontage Rd,Austin,78748,5122808000,2018,,,,400,825,3,,S,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1211.4615384615386,3.73577235772359,-0.08938763056821852,0.39738983484101853,1.9205478566595333,0.08313583985318464,7,0,1,0,1
53642,Jul-14,12,12420,Texas,491,Williamson,21507.0,1.0,30.55904,-97.67327,,Passco Companies,Fogelman Management Group,Round Rock/Georgetown,Lone Oak,1201 Hidden Valley Dr,Round Rock,78665,5122466257,2015,,,,304,986,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1172.1538461538462,0.7357723577235902,0.08831975304210493,0.06201627447917413,0.4067853596702614,0.021521605300535398,10,0,1,0,1
36477,Aug-12,10,12420,Texas,453,Travis,1823.0,2.0,30.37643,-97.68557,,F&B Capital,United Apartment Group,North Central Austin,Lotus Village,300 Ferguson Dr,Austin,78753,5128212550,2012,,,,222,922,4,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,963.4545454545455,-2.26422764227641,0.01767830862557873,-0.22444864166323475,-1.1717000568831784,0.006325051904663945,13,0,1,0,1
51760,Jul-16,16,12420,Texas,453,Travis,1505.0,2.0,30.34216,-97.73802,,CWS Apartments,CWS Apartments,Near North Austin,Marq on Burnet,6701 Burnet Rd,Austin,78757,5122675223,2016,,,,343,747,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1521.235294117647,1.7357723577235902,-0.17548189095085975,0.19826178337617328,0.8548939682517719,0.05416213746465561,9,1,0,0,1
58357,Apr-16,11,12420,Texas,453,Travis,401.0,2.0,30.29191,-97.72312,,CWS Apartments,CWS Apartments,Downtown/University,Marq Uptown,3320 Harmon Ave,Austin,78705,5124543320,2016,,,,265,877,5,,S,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1728.5,1.7357723577235902,-0.03199145697979111,-0.07422923441782525,0.8434428948842927,0.035222916183479495,9,0,1,0,1
19960,Aug-08,13,12420,Texas,453,Travis,1835.0,1.0,30.38161,-97.65416,,CWS Capital Partners LLC,CWS Apartments,East Austin,Marquis at Canyon Ridge,12000 Dessau Rd,Austin,78754,5128373333,2008,,,,264,880,3,,S,0,0,0,0,0,1,0,0,0,0,0,1,0,1,845.4285714285714,-6.26422764227641,-0.02868013927276647,-0.07772270900492784,-3.1562624047210206,0.10347227719508875,17,0,1,0,1
